gameId,side,actual,actualRole,usedRole,primaryRole,fallback,covBefore,covAfter,candidates,candRoleNull,actualScore,bestScore,bestPick,bestIsActual,rank1,rank2,mismatch,actualTop3,bestTop3,actualRoleCov,bestRoleCov,diffCov,actualCF_raw,actualCF_z,actualCF_wz,actualCF_count,bestCF_raw,bestCF_z,bestCF_wz,bestCF_count
561fe4e7-b7ce-498a-a121-92ca96312467,blue,Xayah,bot,bot,bot,false,1,1,141,0,0.0549,0.2405,Sivir,false,13,13,false,"counter_for:0.363,-0.93,0.054 | opp_meta_sum:0.046,-0.72,-0.050 | our_synergy:0.583,0.70,0.032","counter_for:0.000,-3.50,0.201 | our_synergy:0.652,1.38,0.064 | opp_meta_sum:0.046,-0.72,-0.050",1,1,0,0.362719298245614,-0.934380477293643,0.053613817406631945,4,0,-3.502431978929929,0.2009660445190204,2
3ed9b0e6-0943-4a52-a295-f617e9c4292a,blue,K'Sante,top,top,top,false,1,1,92,0,-0.0567,0.1967,Jax,false,90,90,false,"counter_for:0.705,1.49,-0.085 | counter_against:0.292,-1.62,0.049 | our_meta_sum:0.112,1.65,-0.036","counter_for:0.000,-3.50,0.201 | counter_against:0.292,-1.62,0.049 | our_synergy:0.413,-0.97,-0.045",1,1,0,0.7051282051282052,1.489873516763345,-0.08548745251836397,3,0,-3.502431978929929,0.2009660445190204,1
c8f0e6ad-1c2d-4bbb-acd1-69f2872cd0fe,red,Ryze,mid,mid,mid,false,1,1,137,0,-0.0651,0.1268,Zyra,false,21,21,false,"opp_meta_sum:0.030,-1.38,-0.096 | counter_against:0.717,1.74,-0.053 | our_synergy:0.599,0.86,0.039","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.030,-1.38,-0.096 | counter_against:0.717,1.74,-0.053",1,1,0,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
29b5ab20-827c-47cd-a9e8-40903dae2b1d,red,Volibear,jungle,jungle,jungle,false,1,1,101,0,-0.1394,0.2461,Tristana,false,100,100,false,"our_synergy:0.263,-2.45,-0.113 | counter_for:0.708,1.51,-0.087 | counter_against:0.325,-1.36,0.041","counter_for:0.000,-3.50,0.201 | counter_against:0.325,-1.36,0.041 | opp_meta_sum:0.075,0.48,0.033",1,0.5,0.5,0.7083333333333333,1.5125658144710408,-0.08678951386853384,2,0,-3.502431978929929,0.2009660445190204,1
186b7746-2470-43a1-b271-c0070d2660be,red,Ryze,mid,mid,mid,false,1,1,146,0,-0.0488,0.1889,Shyvana,false,121,121,false,"opp_meta_sum:0.029,-1.39,-0.097 | counter_for:0.625,0.92,-0.053 | opp_synergy:0.404,-1.01,0.038","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.029,-1.39,-0.097 | opp_synergy:0.404,-1.01,0.038",1,0.5,0.5,0.625,0.9225660740709272,-0.05293591876411573,2,0,-3.502431978929929,0.2009660445190204,1
d75c9869-3e02-4d12-b67b-e512668555f9,blue,Xayah,bot,bot,bot,false,1,1,99,0,-0.034,0.146,Yuumi,false,91,91,false,"counter_for:0.667,1.22,-0.070 | counter_against:0.250,-1.95,0.059 | opp_synergy:0.568,0.47,-0.018","counter_for:0.000,-3.50,0.201 | our_synergy:0.265,-2.43,-0.111 | counter_against:0.250,-1.95,0.059",1,1,0,0.6666666666666666,1.217565944270984,-0.06986271631632479,1,0,-3.502431978929929,0.2009660445190204,1
8ce7ac9b-660d-4bee-bbd0-bac69220adce,blue,Rell,support,support,support,false,1,1,116,0,0.0399,0.2571,Bel'Veth,false,75,75,false,"our_synergy:0.574,0.62,0.028 | opp_synergy:0.450,-0.59,0.022 | counter_for:0.440,-0.39,0.022","counter_for:0.000,-3.50,0.201 | our_synergy:0.592,0.79,0.036 | opp_synergy:0.450,-0.59,0.022",1,1,0,0.43973214285714285,-0.38912977735432674,0.022327877494813915,4,0,-3.502431978929929,0.2009660445190204,1
93b29e1d-4b93-4bbe-8e9f-650dcc6cc548,blue,Jhin,bot,bot,bot,false,1,1,127,0,-0.0618,0.2058,Graves,false,121,121,false,"counter_for:0.600,0.75,-0.043 | our_synergy:0.433,-0.78,-0.036 | opp_meta_sum:0.073,0.39,0.027","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.073,0.39,0.027 | our_synergy:0.473,-0.38,-0.017",1,0.5,0.5,0.6,0.7455661519508928,-0.04277984023279028,3,0,-3.502431978929929,0.2009660445190204,1
8ff44a85-0796-441d-9663-4fd95588ed8a,red,Alistar,support,support,support,false,1,1,142,0,0.0047,0.2096,Aphelios,false,39,39,false,"opp_meta_sum:0.032,-1.28,-0.089 | our_synergy:0.578,0.66,0.030 | opp_synergy:0.462,-0.49,0.018","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.032,-1.28,-0.089 | our_synergy:0.585,0.72,0.033",1,1,0,0.45454545454545453,-0.2842515767474883,0.01631007122219413,1,0,-3.502431978929929,0.2009660445190204,1
2cefa028-d9db-4fa8-ae2a-191ad131b9d0,blue,Zeri,bot,bot,bot,false,1,1,140,0,-0.1118,0.1032,Hwei,false,101,101,false,"our_meta_sum:0.106,1.39,-0.030 | opp_meta_sum:0.055,-0.36,-0.025 | counter_against:0.593,0.76,-0.023","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.055,-0.36,-0.025 | counter_against:0.593,0.76,-0.023",1,0.5,0.5,0.49583333333333335,0.008066476450750306,-0.0004628463522676018,4,0,-3.502431978929929,0.2009660445190204,1
fbf73fc0-e392-442b-b1c3-03254ecc8a96,blue,Poppy,support,support,jungle,false,1,1,142,0,0.087,0.2586,Zyra,false,26,26,false,"our_synergy:0.656,1.42,0.065 | opp_synergy:0.451,-0.58,0.022 | opp_meta_sum:0.057,-0.27,-0.019","counter_for:0.000,-3.50,0.201 | our_synergy:0.566,0.53,0.024 | our_meta_sum:0.046,-1.04,0.023",1,0.5,0.5,0.5115942028985507,0.1196533838742501,-0.006865591513320597,3,0,-3.502431978929929,0.2009660445190204,1
c2c07780-17b4-46ab-8194-addf43d7d599,blue,Tristana,mid,mid,mid,false,1,1,109,0,0.038,0.3642,Bel'Veth,false,107,107,false,"opp_meta_sum:0.107,1.76,0.123 | counter_for:0.583,0.63,-0.036 | counter_against:0.594,0.77,-0.023","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.107,1.76,0.123 | our_synergy:0.661,1.47,0.068",1,1,0,0.5833333333333333,0.6275662038708696,-0.03600912121190662,2,0,-3.502431978929929,0.2009660445190204,1
5a5c4411-97dd-4949-85ea-2f325ce3a3c4,blue,Aatrox,top,top,top,false,1,1,82,0,0.0904,0.3719,Jarvan IV,false,77,77,false,"opp_meta_sum:0.114,2.06,0.143 | our_meta_sum:0.109,1.52,-0.033 | counter_for:0.417,-0.55,0.032","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.114,2.06,0.143 | our_synergy:0.675,1.61,0.074",1,0.5,0.5,0.4166666666666667,-0.5524332769293582,0.031698068996929646,3,0,-3.502431978929929,0.2009660445190204,1
aa45ac53-ba2a-4bc4-9712-5cec9275b462,blue,Kalista,bot,bot,bot,false,1,1,127,0,0.1854,0.3607,Yuumi,false,14,14,false,"opp_meta_sum:0.092,1.14,0.080 | counter_for:0.357,-0.97,0.056 | counter_against:0.411,-0.68,0.021","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.092,1.14,0.080 | our_meta_sum:0.040,-1.29,0.028",1,1,0,0.35714285714285715,-0.9738616629294398,0.05587920835722832,3,0,-3.502431978929929,0.2009660445190204,1
98865c38-8531-48d0-9f63-41080a4d5ceb,blue,Xayah,bot,bot,bot,false,1,1,83,0,-0.0181,0.1934,Jarvan IV,false,69,69,false,"opp_meta_sum:0.039,-1.02,-0.071 | our_synergy:0.667,1.53,0.070 | opp_synergy:0.600,0.77,-0.029","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.039,-1.02,-0.071 | our_synergy:0.667,1.53,0.070",1,0.5,0.5,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
8041e37c-19b2-4255-884e-cb2021e735b3,blue,Sejuani,jungle,jungle,jungle,false,1,1,141,0,-0.0077,0.1641,Nocturne,false,110,110,false,"opp_meta_sum:0.048,-0.64,-0.045 | opp_synergy:0.404,-1.00,0.038 | our_synergy:0.541,0.29,0.013","counter_for:0.125,-2.62,0.150 | opp_meta_sum:0.048,-0.64,-0.045 | opp_synergy:0.404,-1.00,0.038",1,1,0,0.5222222222222221,0.19489972757745247,-0.011183151468666646,3,0.125,-2.617432368329758,0.15018565186239316,2
6594ea3a-9d37-45b7-b217-0d1c68a7a223,blue,K'Sante,top,top,top,false,1,1,92,0,0.0263,0.3109,Jax,false,86,86,false,"counter_against:0.306,-1.51,0.046 | counter_for:0.607,0.80,-0.046 | our_synergy:0.566,0.54,0.025","counter_for:0.000,-3.50,0.201 | counter_against:0.306,-1.51,0.046 | our_synergy:0.583,0.71,0.032",1,1,0,0.6071428571428571,0.7961375582709024,-0.04568157695602611,3,0,-3.502431978929929,0.2009660445190204,1
06b643c8-61a3-4318-babe-9c675631ed34,red,Sylas,mid,mid,mid,false,1,1,141,0,-0.0253,0.205,Xerath,false,106,106,false,"counter_against:0.657,1.27,-0.039 | opp_synergy:0.566,0.46,-0.017 | our_meta_sum:0.058,-0.54,0.012","counter_for:0.000,-3.50,0.201 | our_synergy:0.601,0.88,0.041 | counter_against:0.657,1.27,-0.039",1,1,0,0.47222222222222215,-0.15910011666261598,0.009129005593984243,3,0,-3.502431978929929,0.2009660445190204,1
5b8c5f8b-ccc3-4f10-a7b8-2cd6cbf72052,red,Rell,support,support,support,false,1,1,133,0,-0.0323,0.3099,Aphelios,false,123,123,false,"counter_for:0.592,0.69,-0.040 | opp_synergy:0.421,-0.85,0.032 | opp_meta_sum:0.053,-0.42,-0.029","our_synergy:0.833,3.17,0.145 | counter_for:0.167,-2.32,0.133 | our_meta_sum:0.024,-1.93,0.042",1,0.5,0.5,0.5921052631578947,0.6896714397024607,-0.039572657538687495,2,0.16666666666666666,-2.3224324981297007,0.13325885431018408,2
62bdd438-a1d7-409d-a203-d914607712a0,blue,Alistar,support,support,support,false,1,1,139,0,-0.0401,0.204,Xerath,false,122,122,false,"counter_for:0.630,0.96,-0.055 | counter_against:0.445,-0.41,0.012 | opp_synergy:0.479,-0.33,0.012","counter_for:0.000,-3.50,0.201 | our_synergy:0.437,-0.74,-0.034 | counter_against:0.445,-0.41,0.012",1,0.5,0.5,0.630057123655914,0.9583704938008539,-0.0549903405637992,4,0,-3.502431978929929,0.2009660445190204,1
94bee297-edc3-4d35-ad88-d5d8445a1328,blue,Miss Fortune,bot,bot,bot,false,1,1,137,0,0.1517,0.4652,Xerath,false,131,131,false,"opp_meta_sum:0.095,1.29,0.090 | our_meta_sum:0.029,-1.74,0.038 | counter_against:0.392,-0.83,0.025","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.095,1.29,0.090 | our_synergy:0.700,1.86,0.085",1,0.5,0.5,0.5387667887667887,0.31203520717337296,-0.017904268152400968,4,0,-3.502431978929929,0.2009660445190204,1
81dee15d-fb36-4a83-a78d-ab9d8b103271,blue,Twisted Fate,mid,mid,top,false,1,1,144,0,0.0927,0.1534,Karthus,false,4,4,false,"counter_for:0.325,-1.20,0.069 | our_synergy:0.603,0.90,0.042 | our_meta_sum:0.030,-1.68,0.037","counter_for:0.000,-3.50,0.201 | our_meta_sum:0.028,-1.76,0.038 | our_synergy:0.442,-0.69,-0.032",1,1,0,0.325,-1.201432991369484,0.06893702361178962,2,0,-3.502431978929929,0.2009660445190204,1
290b0e7f-5ac8-4ea9-aca6-6d6de44167c1,blue,Lillia,jungle,jungle,jungle,false,1,1,140,0,0.0098,0.2172,Nocturne,false,136,136,false,"counter_for:0.688,1.37,-0.078 | opp_meta_sum:0.073,0.39,0.027 | opp_synergy:0.451,-0.58,0.022","counter_for:0.100,-2.79,0.160 | our_synergy:0.447,-0.63,-0.029 | opp_meta_sum:0.073,0.39,0.027",1,1,0,0.6879120879120878,1.3679834605048589,-0.07849352298030829,3,0.1,-2.794432290449792,0.1603417303937186,2
3c154c3d-91cc-40d3-a513-dd0a9d9c01a0,red,K'Sante,top,top,top,false,1,1,101,0,0.0889,0.3301,Ezreal,false,85,85,false,"our_synergy:0.603,0.90,0.041 | our_meta_sum:0.105,1.35,-0.030 | opp_meta_sum:0.073,0.37,0.026","counter_for:0.000,-3.50,0.201 | our_synergy:0.674,1.60,0.073 | opp_meta_sum:0.073,0.37,0.026",1,0.5,0.5,0.43452380952380953,-0.4260047611293337,0.02444372718884004,3,0,-3.502431978929929,0.2009660445190204,1
17ca0e7c-2b67-4408-a1fb-870c553d8c4d,red,Nautilus,support,support,support,false,1,1,141,0,-0.0753,0.1296,Blitzcrank,false,29,29,false,"opp_meta_sum:0.039,-1.02,-0.071 | counter_for:0.331,-1.16,0.066 | opp_synergy:0.655,1.27,-0.048","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.039,-1.02,-0.071 | opp_synergy:0.655,1.27,-0.048",1,1,0,0.3311355311355311,-1.1579934500433218,0.06644450617003576,3,0,-3.502431978929929,0.2009660445190204,1
53493982-f336-418a-a92b-4d7aac25d083,blue,Tristana,mid,mid,mid,false,1,1,140,0,0.0276,0.247,Pyke,false,130,130,false,"counter_for:0.619,0.88,-0.050 | opp_synergy:0.398,-1.07,0.040 | counter_against:0.438,-0.46,0.014","counter_for:0.143,-2.49,0.143 | opp_synergy:0.398,-1.07,0.040 | our_synergy:0.569,0.56,0.026",1,1,0,0.6185185185185186,0.876677205373141,-0.050302861367105454,3,0.14285714285714285,-2.4910038525297336,0.14293131005430357,1
282851b8-1456-4388-be3a-401191926500,blue,Taliyah,mid,mid,mid,false,1,1,92,0,0.2201,0.2783,Maokai,false,4,4,false,"counter_for:0.250,-1.73,0.099 | our_synergy:0.684,1.70,0.078 | opp_meta_sum:0.079,0.62,0.043","counter_for:0.167,-2.32,0.133 | our_synergy:0.750,2.35,0.108 | opp_meta_sum:0.079,0.62,0.043",1,0.5,0.5,0.25,-1.7324327577295866,0.09940525920576596,1,0.16666666666666666,-2.3224324981297007,0.13325885431018408,2
0e8a500d-f630-4641-9119-ef92f7735c0a,blue,Kai'Sa,bot,bot,bot,false,1,1,139,0,0.0965,0.297,Annie,false,47,47,false,"opp_meta_sum:0.096,1.34,0.093 | our_meta_sum:0.085,0.52,-0.011 | counter_against:0.451,-0.36,0.011","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.096,1.34,0.093 | our_synergy:0.482,-0.29,-0.013",1,0.5,0.5,0.46936274509803927,-0.17934520579399157,0.010290648563253442,3,0,-3.502431978929929,0.2009660445190204,1
df5016d7-42aa-41e1-9e2f-c420ee0a5925,blue,Aphelios,bot,bot,bot,false,1,1,143,0,-0.1724,0.1435,Nami,false,135,135,false,"our_synergy:0.310,-1.99,-0.091 | opp_meta_sum:0.032,-1.29,-0.090 | our_meta_sum:0.032,-1.59,0.035","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.032,-1.29,-0.090 | our_meta_sum:0.034,-1.53,0.033",1,1,0,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
67946a11-ea2e-41f7-93b4-12b314629d35,blue,Alistar,support,support,support,false,1,1,139,0,-0.0027,0.2079,Jarvan IV,false,69,69,false,"opp_synergy:0.639,1.12,-0.042 | counter_for:0.432,-0.44,0.025 | our_synergy:0.567,0.54,0.025","counter_for:0.000,-3.50,0.201 | our_synergy:0.609,0.96,0.044 | opp_synergy:0.639,1.12,-0.042",1,0.5,0.5,0.43242835595776774,-0.44084056584915554,0.025294990827858695,4,0,-3.502431978929929,0.2009660445190204,1
c35dd5bb-42dd-4115-8677-5e1b1a103dc6,blue,Ezreal,bot,bot,bot,false,1,1,141,0,0.0855,0.3421,Shen,false,116,116,false,"our_synergy:0.569,0.57,0.026 | our_meta_sum:0.044,-1.14,0.025 | counter_against:0.397,-0.79,0.024","counter_for:0.000,-3.50,0.201 | our_synergy:0.667,1.53,0.070 | our_meta_sum:0.018,-2.18,0.048",1,0.5,0.5,0.46684350132625996,-0.19718144385024436,0.011314074066683171,4,0,-3.502431978929929,0.2009660445190204,1
2a8865e3-b9a1-4aa7-aae6-1ceb01ab0577,red,Alistar,support,support,support,false,1,1,141,0,-0.0771,0.1479,Jarvan IV,false,115,115,false,"opp_meta_sum:0.038,-1.05,-0.073 | counter_for:0.623,0.91,-0.052 | our_synergy:0.584,0.71,0.033","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.038,-1.05,-0.073 | our_meta_sum:0.029,-1.73,0.038",1,0.5,0.5,0.6228632478632479,0.9074378755991295,-0.05206787786400245,3,0,-3.502431978929929,0.2009660445190204,1
1a1b96e8-4d57-463c-b169-e3d135def21d,blue,Smolder,bot,bot,bot,false,1,1,137,0,0.0184,0.2552,Draven,false,118,118,false,"counter_for:0.625,0.92,-0.053 | our_meta_sum:0.034,-1.52,0.033 | our_synergy:0.562,0.50,0.023","counter_for:0.000,-3.50,0.201 | our_meta_sum:0.029,-1.75,0.038 | opp_synergy:0.471,-0.40,0.015",1,1,0,0.625,0.9225660740709272,-0.05293591876411573,1,0,-3.502431978929929,0.2009660445190204,1
bb4cab00-0cbe-4ef1-9e95-5238527e8e1d,red,Zeri,bot,bot,bot,false,1,1,114,0,-0.2584,-0.057,Graves,false,68,68,false,"opp_synergy:0.766,2.28,-0.086 | counter_against:0.833,2.66,-0.081 | opp_meta_sum:0.045,-0.77,-0.054","counter_for:0.000,-3.50,0.201 | opp_synergy:0.766,2.28,-0.086 | counter_against:0.833,2.66,-0.081",1,0.5,0.5,0.5,0.03756646347075591,-0.0021555261074885034,2,0,-3.502431978929929,0.2009660445190204,1
de99adc2-a933-48cc-bd32-57f4eb74c4bb,blue,Braum,support,support,support,false,1,1,81,0,0.0516,0.2438,Viego,false,14,21,true,"our_synergy:0.667,1.53,0.070 | opp_synergy:0.667,1.37,-0.052 | opp_meta_sum:0.070,0.26,0.018","counter_for:0.000,-3.50,0.201 | our_synergy:0.667,1.53,0.070 | opp_synergy:0.667,1.37,-0.052",1,0.5,0.5,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
06d35dd4-8e2d-481c-a4d9-6b77929fb269,blue,Skarner,jungle,jungle,jungle,false,1,1,141,0,0.0167,0.1974,Volibear,false,22,22,false,"our_synergy:0.414,-0.96,-0.044 | counter_for:0.417,-0.55,0.032 | our_meta_sum:0.054,-0.72,0.016","counter_for:0.000,-3.50,0.201 | our_synergy:0.419,-0.91,-0.042 | our_meta_sum:0.044,-1.14,0.025",1,1,0,0.41666666666666663,-0.5524332769293585,0.03169806899692966,2,0,-3.502431978929929,0.2009660445190204,1
38c17d4b-4952-4db4-8eca-60630cef3152,red,Aphelios,bot,bot,bot,false,1,1,82,0,-0.0587,0.1173,Rakan,false,7,7,false,"opp_meta_sum:0.043,-0.83,-0.058 | opp_synergy:0.367,-1.35,0.051 | our_synergy:0.411,-0.99,-0.045","our_synergy:0.657,1.44,0.066 | counter_for:0.333,-1.14,0.066 | opp_meta_sum:0.043,-0.83,-0.058",1,1,0,0.5,0.03756646347075591,-0.0021555261074885034,0,0.3333333333333333,-1.1424330173294726,0.0655516641013478,1
74e4e672-baa7-4537-918b-06b786f668b4,red,Vi,jungle,jungle,jungle,false,1,1,61,0,0.0842,0.2445,Akali,false,6,6,false,"our_synergy:0.667,1.53,0.070 | opp_synergy:0.400,-1.05,0.039 | our_meta_sum:0.102,1.23,-0.027","our_synergy:1.000,4.81,0.221 | opp_synergy:0.400,-1.05,0.039 | our_meta_sum:0.091,0.79,-0.017",1,0.5,0.5,0.5,0.03756646347075591,-0.0021555261074885034,0,0.5,0.03756646347075591,-0.0021555261074885034,0
dd107692-996d-464f-a00f-952dad5c0a18,blue,Corki,bot,bot,mid,false,1,1,141,0,0.0273,0.2799,Cho'Gath,false,112,112,false,"opp_synergy:0.452,-0.57,0.022 | counter_for:0.443,-0.37,0.021 | our_synergy:0.487,-0.24,-0.011","counter_for:0.000,-3.50,0.201 | our_synergy:0.589,0.76,0.035 | our_meta_sum:0.041,-1.27,0.028",1,0.5,0.5,0.4425925925925926,-0.36887780213821164,0.021165839408888446,4,0,-3.502431978929929,0.2009660445190204,1
16c9f745-102c-460f-b78c-ab49f095027b,red,Nautilus,support,support,support,false,1,1,140,0,-0.1048,0.1209,Aphelios,false,37,37,false,"opp_meta_sum:0.039,-1.00,-0.070 | our_meta_sum:0.095,0.96,-0.021 | our_synergy:0.474,-0.37,-0.017","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.039,-1.00,-0.070 | opp_synergy:0.537,0.20,-0.007",1,0.5,0.5,0.4685185185185185,-0.18532232734706514,0.01063360982084725,3,0,-3.502431978929929,0.2009660445190204,1
fe57dbd6-20f5-47dc-a5af-935b07eed462,blue,Taliyah,mid,mid,mid,false,1,1,96,0,0.1261,0.3191,Viego,false,23,23,false,"opp_meta_sum:0.110,1.90,0.132 | opp_synergy:0.663,1.34,-0.051 | our_synergy:0.569,0.56,0.026","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.110,1.90,0.132 | opp_synergy:0.663,1.34,-0.051",1,1,0,0.4611111111111111,-0.23776674871596426,0.013642818274573313,3,0,-3.502431978929929,0.2009660445190204,1
56103869-abdd-43b0-828d-6cbb31f1e86e,blue,Galio,top,top,mid,false,1,1,130,0,0.1146,0.2984,Xayah,false,62,64,true,"counter_against:0.250,-1.95,0.059 | our_meta_sum:0.021,-2.04,0.045 | opp_synergy:0.486,-0.27,0.010","counter_for:0.125,-2.62,0.150 | counter_against:0.250,-1.95,0.059 | our_meta_sum:0.028,-1.75,0.038",1,0.5,0.5,0.5,0.03756646347075591,-0.0021555261074885034,0,0.125,-2.617432368329758,0.15018565186239316,2
0787178f-e4ec-4b82-a1fe-8ab212305a64,red,Brand,jungle,jungle,jungle,false,1,1,111,0,0.0996,0.3152,Rek'Sai,false,32,32,false,"opp_meta_sum:0.087,0.95,0.066 | opp_synergy:0.382,-1.21,0.046 | our_meta_sum:0.108,1.46,-0.032","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.087,0.95,0.066 | opp_synergy:0.382,-1.21,0.046",1,0.5,0.5,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
843d215e-e433-4d1b-9e5a-6c0d785a76d6,blue,Xayah,bot,bot,bot,false,1,1,141,0,0.0373,0.1673,Jayce,false,19,19,false,"opp_meta_sum:0.044,-0.81,-0.057 | our_synergy:0.575,0.63,0.029 | our_meta_sum:0.044,-1.14,0.025","counter_for:0.125,-2.62,0.150 | opp_meta_sum:0.044,-0.81,-0.057 | our_synergy:0.567,0.55,0.025",1,0.5,0.5,0.4638888888888889,-0.2181000907026268,0.012514365104426023,4,0.125,-2.617432368329758,0.15018565186239316,2
2f4a0bab-6fb1-4f45-a45b-9e0098ab2a6f,blue,Viktor,mid,mid,mid,false,1,1,142,0,-0.1426,0.1493,Yorick,false,123,123,false,"opp_meta_sum:0.028,-1.44,-0.100 | counter_for:0.614,0.84,-0.048 | our_meta_sum:0.039,-1.32,0.029","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.028,-1.44,-0.100 | our_meta_sum:0.035,-1.47,0.032",1,1,0,0.6136363636363636,0.8421115640163662,-0.048319519431695074,2,0,-3.502431978929929,0.2009660445190204,1
3468fe77-fed5-49a3-b4a1-10202545d132,red,Ryze,mid,mid,mid,false,1,1,141,0,-0.1009,0.2473,Pyke,false,136,136,false,"counter_for:0.875,2.69,-0.154 | opp_meta_sum:0.043,-0.85,-0.059 | opp_synergy:0.364,-1.37,0.052","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.043,-0.85,-0.059 | opp_synergy:0.364,-1.37,0.052",1,1,0,0.875,2.6925652952712698,-0.15449670407737018,2,0,-3.502431978929929,0.2009660445190204,1
7809e528-d698-47bb-a15b-285a2397f33d,red,Galio,support,support,mid,false,1,1,142,0,-0.1063,0.0691,Malphite,false,31,31,false,"opp_meta_sum:0.025,-1.55,-0.108 | opp_synergy:0.700,1.68,-0.063 | counter_against:0.399,-0.77,0.024","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.025,-1.55,-0.108 | opp_synergy:0.700,1.68,-0.063",1,1,0,0.4583333333333333,-0.2574334067293013,0.01477127144472058,2,0,-3.502431978929929,0.2009660445190204,1
f0663fb3-4785-43da-80d8-d98f0838ab49,blue,K'Sante,top,top,top,false,1,1,140,0,-0.088,0.1063,Wukong,false,51,51,false,"opp_meta_sum:0.030,-1.38,-0.096 | our_synergy:0.404,-1.06,-0.049 | opp_synergy:0.393,-1.11,0.042","counter_for:0.000,-3.50,0.201 | our_synergy:0.275,-2.33,-0.107 | opp_meta_sum:0.030,-1.38,-0.096",1,0.5,0.5,0.5635300372142478,0.48735892903894523,-0.027964167989325637,3,0,-3.502431978929929,0.2009660445190204,1
11fd5bad-8198-4493-9060-a573645bde8e,red,Leona,support,support,support,false,1,1,129,0,0.0129,0.189,Pyke,false,31,31,false,"counter_against:0.667,1.34,-0.041 | counter_for:0.426,-0.49,0.028 | our_meta_sum:0.052,-0.80,0.017","counter_for:0.000,-3.50,0.201 | counter_against:0.667,1.34,-0.041 | our_meta_sum:0.028,-1.79,0.039",1,1,0,0.4259259259259259,-0.4868777502182349,0.0279365584297721,3,0,-3.502431978929929,0.2009660445190204,1
3b8f917d-c117-4342-9d35-231b48d4c8c8,blue,Xin Zhao,jungle,jungle,jungle,false,1,1,145,0,-0.1052,0.1372,Hwei,false,143,143,false,"counter_for:0.733,1.69,-0.097 | opp_meta_sum:0.043,-0.82,-0.057 | our_synergy:0.563,0.51,0.023","counter_for:0.167,-2.32,0.133 | opp_meta_sum:0.043,-0.82,-0.057 | our_meta_sum:0.044,-1.11,0.024",1,0.5,0.5,0.7333333333333334,1.6895657365910761,-0.09694559239985935,2,0.16666666666666666,-2.3224324981297007,0.13325885431018408,2
38cb3991-cc06-4030-87ca-16bb8c052be9,blue,Aatrox,top,top,top,false,1,1,66,0,-0.0486,0.1546,Nami,false,65,65,false,"our_synergy:0.167,-3.39,-0.156 | opp_meta_sum:0.117,2.17,0.151 | counter_against:0.667,1.34,-0.041","counter_for:0.000,-3.50,0.201 | our_synergy:0.167,-3.39,-0.156 | opp_meta_sum:0.117,2.17,0.151",1,1,0,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
be65be26-9972-44d5-9372-094eb237ae17,red,Senna,bot,bot,bot,false,1,1,120,0,-0.0585,0.1268,Sivir,false,92,92,false,"opp_meta_sum:0.046,-0.72,-0.050 | counter_against:0.613,0.91,-0.028 | opp_synergy:0.467,-0.43,0.016","counter_for:0.000,-3.50,0.201 | opp_meta_sum:0.046,-0.72,-0.050 | counter_against:0.613,0.91,-0.028",1,1,0,0.5,0.03756646347075591,-0.0021555261074885034,0,0,-3.502431978929929,0.2009660445190204,1
0fe0d142-00a7-4c88-95f5-d25e5cc16854,blue,Leona,support,support,support,false,1,1,137,0,0.0645,0.1988,Lulu,false,30,30,false,"counter_for:0.402,-0.66,0.038 | opp_synergy:0.409,-0.97,0.037 | opp_meta_sum:0.051,-0.52,-0.036","counter_for:0.167,-2.32,0.133 | opp_synergy:0.409,-0.97,0.037 | opp_meta_sum:0.051,-0.52,-0.036",1,1,0,0.4020833333333333,-0.6556832314993786,0.037622448140202845,4,0.16666666666666666,-2.3224324981297007,0.13325885431018408,2
